source,Authors,Cantidad
ACM,"Rojas-L\'{o}pez, Arturo and Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e}",1
ACM,"Rom\'{a}n-Gonz\'{a}lez, Marcos and P\'{e}rez-Gonz\'{a}lez, Juan-Carlos and Moreno-Le\'{o}n, Jes\'{u}s and Robles, Gregorio",1
ACM,"Rowe, Elizabeth and Asbell-Clarke, Jodi and Baker, Ryan and Gasca, Santiago and Bardar, Erin and Scruggs, Richard",1
ACM,"Rowe, Elizabeth and Asbell-Clarke, Jodi and Cunningham, Kathryn and Gasca, Santiago",1
ACM,"Rowe, Elizabeth and Asbell-Clarke, Jodi and Gasca, Santiago and Cunningham, Kathryn",1
ACM,"Ryu, Miyoung and Han, SeonKwan",1
ACM,"S\o{}rensen, Marie-Louise Stisen Kjerstein and Fog, Bjarke Vognstrup and Musaeus, Line Have and Petersen, Marianne Graves",1
ACM,"Sabitzer, Barbara and Demarle-Meusel, Heike",1
ACM,"Sabitzer, Barbara and Demarle-Meusel, Heike and Rottenhofer, Marina",1
ACM,"Saito-Stehberger, Dana",1
ACM,"Saito-Stehberger, Dana and Garcia, Leiny and Warschauer, Mark",1
ACM,"Salac, Jean and Eatinger, Donna and Franklin, Diana",1
ACM,"Salac, Jean and Thomas, Cathy and Butler, Chloe and Franklin, Diana",2
ACM,"Santisteban, Julio and Santisteban-Mu\~{n}oz, Jennifer",1
ACM,"Saqr, Mohammed and Ng, Kwok and Oyelere, Solomon sunday and Tedre, Matti",1
ACM,"Saraiva, In\^{e}s and Martins, Nuno and Sylla, Cristina Maria",1
ACM,"Sayler, Ben and Anderson, Ann and Caffee, Hannah and Carroll, Becky and Hammel, Koreen and Her Many Horses, Ian and Kertzman, Deann and Lange, Pamela and Myers, Rebecca and Reiner, Nicol and Uhre-Balk, Nicole and Webber, Kimberly",1
ACM,"Scheppegrell, Lindsey and Hiatt, Elyse and Okerlund, Johanna and Wilson, David",1
ACM,"Schmidthaler, Eva and Schalk, Maritta and Schmollm\""{u}ller, Matthias and Sabitzer, Barbara and Andjic, Branko and Lavicza, Zsolt",1
ACM,"Scirea, Marco and Valente, Andrea",1
ACM,"Selby, Cynthia C.",1
ACM,"Semiawan, Transmissia",1
ACM,"Senske, Nick",1
ACM,"Seoane-Pardo, Antonio M.",1
ACM,"Sep\'{u}lveda-D\'{\i}az, Carla and Stuardo Rojas, Elson and Simmonds, Jocelyn and Gutierrez, Francisco J. and Hitschfeld, Nancy and Casanova, Cecilia and Sotomayor, Cecilia",1
ACM,"Settle, Amber",1
ACM,"Shafer, Jennifer and Skripchuk, James",1
ACM,"Shen, Wenyao and Zhan, Zehui and Li, Chen and Chen, Han and Shen, Ranhao",1
ACM,"Sheridan, Scott and Alkhateeb, Bataul and Mouza, Chrystalla and Yang, Hui",1
ACM,"Sherman, Mark and Martin, Fred",1
ACM,"Sherwood, Heather and Kaiser, Alice and Ferguson, Camille and Negron, Anthony and Ferrer, Ray and Labonte, Don",1
ACM,"Sherwood, Heather and Moeller, Babette and Fancsali, Cheri",1
ACM,"Sherwood, Heather and Yan, Wei and Liu, Ruohan and Martin, Wendy and Adair, Alexandra and Fancsali, Cheri and Rivera-Cash, Edgar and Pierce, Melissa and Israel, Maya",1
ACM,"Shih, Wen-Chung",1
ACM,"Sim\~{o}es Gomes, Tanci and Pontual Falc\~{a}o, Taciana and Tedesco, Patricia",1
ACM,"Simmonds, Jocelyn and Diaz, Constanza and Estay, Carlos",1
ACM,"Simmonds, Jocelyn and Gutierrez, Francisco J. and Casanova, Cecilia and Sotomayor, Cecilia and Hitschfeld, Nancy",1
ACM,"Simmonds, Jocelyn and Gutierrez, Francisco J. and Hitschfeld, Nancy and Torrent, Catalina and Casanova, Cecilia and Toro-Guajardo, Sebasti\'{a}n and Mu\~{n}oz, Valent\'{\i}n",1
ACM,"Simmonds, Jocelyn and Gutierrez, Francisco J. and Meza, Federico and Torrent, Catalina and Villalobos, Jaime",1
ACM,"Simmonds, Jocelyn and Hitschfeld-Kahler, Nancy and Scheihing, Eliana and Henriquez, Valeria and Munoz, Valentin and Casanova, Cecilia and Torrent, Catalina and Contreras, Paulo and Mercado, Karen and Estrada, Daniel and Marquez, Lucia",1
ACM,"Sinha, Ravi and Swanson, Hillary and Clarke-Midura, Jody and Shumway, Jessica F. and Lee, Victor R. and Chandrasekharan, Sanjay",1
ACM,"Slaviero, Cleyton and Haeusler, Edward Hermann",1
ACM,"Smith, Rebecca and Rixner, Scott",1
ACM,"Soleimani, Arash and Green, Keith Evan and Herro, Danielle and Walker, Ian D.",1
ACM,"Sondakh, Debby E. and Osman, Kamisah and Zainudin, Suhaila",1
ACM,"Soppa Geremias, Matheus and Cerigueli Dutra, Taynara and Maschio, Eleandro and Gasparini, Isabela",1
ACM,"Sosa, Ricardo and Gibbons, Andrew and O'Riordan, Emma and Iorangi, Keu and Crowe, Andy and Gibson, Leanne and Harris, Sam and Badenhorst, Daniel",1
ACM,"Spangsberg, Thomas Hvid and Brynskov, Martin",1
ACM,"Standl, Bernhard",1
ACM,"Suh, Sangho and An, Pengcheng",1
ACM,"Sunday, Amos Oyelere",1
ACM,"Susanti, Reni Dwi and Lukito, Agung and Ekawati, Rooselyna",1
ACM,"Sys\l{}o, Maciej M.",1
ACM,"Tagare, Deepti",1
ACM,"Tarr\'{e}s, Marta I. and Dorado, Antonio David",1
ACM,"Tedre, Matti",1
ACM,"Tedre, Matti and Denning, Peter J.",1
ACM,"Tian, Xinyu and Li, Chaoqian and Zhao, Yaru",1
ACM,"Tisha, Sirazum Munira and Oregon, Rufino A. and Baumgartner, Gerald and Alegre, Fernando and Moreno, Juana",1
ACM,"Tissenbaum, Mike and Sheldon, Josh and Abelson, Hal",1
ACM,"Torres Castillo, Ruth and Valdez, Tomas and Pontelli, Enrico and Gonzalez, Horacio and Nevarez, Erick and Cota, Raena",1
ACM,"Torres-Torres, Yucnary-Daitiana and Rom\'{a}n-Gonz\'{a}lez, Marcos and P\'{e}rez-Gonz\'{a}lez, Juan-Carlos",2
ACM,"Touretzky, David S.",1
ACM,"Troiano, Giovanni Maria and Chen, Qinyu and Alba, \'{A}ngela Vargas and Robles, Gregorio and Smith, Gillian and Cassidy, Michael and Tucker-Raymond, Eli and Puttick, Gillian and Harteveld, Casper",1
ACM,"Tsarava, Katerina and Leifheit, Luzia and Ninaus, Manuel and Rom\'{a}n-Gonz\'{a}lez, Marcos and Butz, Martin V. and Golle, Jessika and Trautwein, Ulrich and Moeller, Korbinian",1
ACM,"Turbak, Franklyn and Martin, Fred and Pokress, Shaileen Crawford and Morelli, Ralph and Sherman, Mark and Wolber, David",1
ACM,"Turbak, Franklyn and Pokress, Shaileen Crawford and Sherman, Mark",1
ACM,"Turner, Scott",1
ACM,"Tyr\'{e}n, Markus and Carlborg, Niklas and Heath, Carl and Eriksson, Eva",1
ACM,"Urrutia, Elizabeth K. Morales and Oca\~{n}a, Jos\'{e} Miguel and P\'{e}rez-Mar\'{\i}n, Diana and Tamayo, Silvia",1
ACM,"Vanvorce, Patrick and Jamil, Hasan M.",1
ACM,"Villalba-Condori, Klinge Orlando and Cuba-Sayco, Sonia Esther Castro and Ch\'{a}vez, Evelyn Paola Guillen and Deco, Claudia and Bender, Cristina",1
ACM,"Vourletsis, Ioannis and Politis, Panagiotis",1
ACM,"Wagh, Aditi and Gravel, Brian and Tucker-Raymond, Eli",1
ACM,"Walden, James and Doyle, Maureen and Garns, Rudy and Hart, Zachary",1
ACM,"Wang, Gang and Wang, Hung-Hsiang",1
ACM,"Wang, Juan and Bai, Xinye and Xiang, Qianchen and An, Langsha and Cai, Minghan and He, Chunlin",1
ACM,"Wang, Wenxue",1
ACM,"Wei, Wei and Ha, Jesse and Gomez, Kimberley and Ghosh, Anuradha",1
ACM,"Weintrop, David and Walkoe, Janet and Walton, Margaret and Bih, Janet and Moon, Peter and Elby, Andrew and Bennett, Bianca and Kantzer, Madison",1
ACM,"Wiebe, Eric and London, Jennifer and Aksit, Osman and Mott, Bradford W. and Boyer, Kristy Elizabeth and Lester, James C.",1
ACM,"Wing, Jeannette",1
ACM,"Wing, Jeannette M. and Stanzione, Dan",1
ACM,"Winter, Victor and Sherwin, Kate",1
ACM,"Witherspoon, Eben B. and Higashi, Ross M. and Schunn, Christian D. and Baehr, Emily C. and Shoop, Robin",1
ACM,"Xiao, Ningchuan",1
ACM,"Xin, Yue and Kramarczuk, Kristina Anna and Mak, Janice and Terrell Shockley, Ebony and Ketelhut, Diane Jass",1
ACM,"Xu, Yan and Peters, Joseph and Kirkpatrick, Arthur and O'Neil, Kevin",1
ACM,"Xu, Yiyi and Liu, Pengfei and Tang, Peihe",1
ACM,"Ya\c{s}ar, Osman",1
ACM,"Yadav, Aman and Caeli, Elisa Nadire and Ocak, Ceren and Macann, Victoria",1
ACM,"Yadav, Aman and Mayfield, Chris and Zhou, Ninger and Hambrusch, Susanne and Korb, John T.",1
ACM,"Yadav, Aman and Stephenson, Chris and Hong, Hai",1
ACM,"Yadav, Aman and Zhou, Ninger and Mayfield, Chris and Hambrusch, Susanne and Korb, John T.",1
ACM,"Yal\c{c}in, \""{O}zge Nilay and Lalle, Sebastien and Conati, Cristina",1
ACM,"Yamaguchi, Ryoko and Eaton, Cyntrica",1
ACM,"Yan, Wei and Liu, Ruohan and Israel, Maya and Sherwood, Heather and Fancsali, Cheri and Pierce, Melissa",1
ACM,"Yang, Hairu and Dong, Jiamin and Li, Qiuhong and Shao, Yanru and Liu, Yuqi and Xu, Fei",1
ACM,"Yang, Hairu and Li, Qiuhong and Dong, Jiamin and Bai, Xinye and Cai, Minghan and Xu, Xiang",1
ACM,"Yang, Hairu and Liang, Zhou and Ma, Mingyue and Zhang, Xiaoyu and Fu, Yan and Zhang, Yongmei",1
ACM,"Yang, Hairu and Shao, Yanru and Liu, Yuqi and Dong, Jiamin and Li, Qiuhong and Chen, Yipan",1
ACM,"Yeni, Sabiha and Grgurina, Natasa and Hermans, Felienne and Tolboom, Jos and Barendsen, Erik",1
ACM,"Yeni, Sabiha and Nijenhuis-Voogt, Jacqueline and Hermans, Felienne and Barendsen, Erik",1
ACM,"Yong, Lin and Zhan, Zehui and Zou, Xuanxuan and Chen, Li and Lin, Zhihang and Zhan, Weiyu",1
ACM,"Yu, Junnan and Hayden, Ronni and Roque, Ricarose",1
ACM,"Zakwandi, Rizki and Istiyono, Edi",1
ACM,"Zaman, Ulia",1
ACM,"Zhang, LeChen and Nouri, Jalal and Rolandsson, Lennart",1
ACM,"Zhang, Wei and Song, Lingling and Huang, Xujun and Wang, Yi",1
ACM,"Zhang, Wei and Wang, Jihan and Zeng, Xinyao",1
ACM,"Zhang, Yifan and Krug, Douglas Lusa and Mouza, Chrystalla and Shepherd, David C. and Pollock, Lori",1
ACM,"Zhang, Yifan and Mohammad Mirzaei, Amanda and Pollock, Lori and Mouza, Chrystalla and Guidry, Kevin",1
ACM,"Zheng, Qi",1
ACM,"Zhidkikh, Denis and Fagerlund, Janne and Peltonen, Marika and Vesisenaho, Mikko",1
ACM,"Zhou, Qian and Luo, Xiande and Dong, Yilin and Khalid, Faiza and Ma, Hongliang",1
ACM,"Zipitr\'{\i}a, Sylvia da Rosa",1
ACM,"\v{S}iaulys, Tomas",1
ACM,"\v{Z}\'{a}\v{c}ek, Martin and Smolka, Pavel",1
ACM,"de Jong, Imke",1
ACM,"de Jong, Imke and Jeuring, Johan",1
ACM,"de Oliveira, Gabriela A. Araujo and Assun\c{c}\~{a}o, Oto Braz and Prates, Raquel Oliveira",1
ACM,"de Souza, Clarisse S. and Salgado, Luciana C. and Leit\~{a}o, Carla F. and Serra, Martha M.",1
ACM,"van Borkulo, Sylvia and Chytas, Christos and Drijvers, Paul and Barendsen, Erik and Tolboom, Jos",1
IEEE,A. -L. Lamprecht; T. Margaria; C. McInerney,1
IEEE,A. -M. Olteţeanu; Z. Falomir; C. Freksa,1
IEEE,A. A. Jumana; J. G. Umboh; K. I Ketut Dharma Wijaya; A. A. S. Gunawan; K. E. Saputra,1
IEEE,A. A. Souza; T. S. Barcelos; R. Munoz; I. F. Silveira; N. Omar; L. A. Silva,1
IEEE,A. A. de Souza; T. S. Barcelos; R. Munoz; R. Villarroel; L. A. Silva,1
IEEE,A. Aggarwal; C. Gardner-McCune,1
IEEE,A. Agudo; J. M. M. Montiel; B. Calvo; F. Moreno-Noguer,1
IEEE,A. Ala-Kitula; K. Talvitie-Lamberg; P. Tyrväinen; M. Silvennoinen,1
IEEE,A. Alam,1
IEEE,A. Aroonsiwagool; S. Tuntiwongwanich,1
IEEE,A. Banic; R. Gamboa,1
IEEE,A. Barbosa Raposo; H. P. Curasma,1
IEEE,A. Barrett; N. Zhang; F. Ke; J. Moon; Z. Sokolikj,1
IEEE,A. Barus; I. Liem; T. Sihombing; A. Sinaga; E. Sinambela; S. Silalahi,1
IEEE,A. Bauer; E. Butler; Z. Popović,1
IEEE,A. C. M. Fong; M. Usman,1
IEEE,A. D. F. Pérez; G. M. Valladares,1
IEEE,A. Dasgupta; S. Purzer,1
IEEE,A. De Oliveira Costa Junior; J. P. F. Lima e Silva; J. A. Rivera; E. B. Guedes,1
IEEE,A. De Santo; J. C. Farah; M. L. Martínez; A. Moro; K. Bergram; A. K. Purohit; P. Felber; D. Gillet; A. Holzer,1
IEEE,A. De Zeeuw; T. Craig; H. S. You,1
IEEE,A. Dengel,1
IEEE,A. E. Johnson,1
IEEE,A. Eguíluz; M. Guenaga; P. Garaizar; C. Olivares-Rodríguez,1
IEEE,A. Espinal; C. Vieira; A. J. Magana,1
IEEE,A. F. Farias; D. Augusto Couto Barone,1
IEEE,A. Funke; M. Berges; P. Hubwieser,1
IEEE,A. Gardeli; S. Vosinakis,1
IEEE,A. Gerosa; V. Koleszar; L. Gómez-Sena; G. Tejera; A. Carboni,1
IEEE,A. Gomez De Silva Garza; E. Cambria; R. Perez y Perez,1
IEEE,A. Gonzalez-Torres; E. Ramirez-Trejos; L. Sancho-Chavarria; J. Navas-Su; C. Garita; J. Monge-Fallas,1
IEEE,A. Gonzalez-Torres; L. Sancho-Chavarria; M. Zuniga-Cespedes; J. Monge-Fallas; J. Navas-Su,1
IEEE,A. H. Abdullah; M. A. Othman; N. Ismail; S. N. S. A. Rahman; M. Mokhtar; N. M. Zaid,1
IEEE,A. Han,1
IEEE,A. Iqbal; H. van der Heijden; M. Guid; A. Makhmali,1
IEEE,A. Isvik; V. Cateté; T. Barnes,1
IEEE,A. J. Magana; J. I. Mathur,1
IEEE,A. J. Magana; P. Marepalli; J. V. Clark,1
IEEE,A. J. Moye; M. K. van Vugt,1
IEEE,A. Jung; J. Park; A. Ahn; M. Yun,1
IEEE,A. K. Ng; I. Atmosukarto; J. K. Lee Teo; A. B. Amran,1
IEEE,A. K. Ng; I. Atmosukarto; W. S. Cheow; K. Avnit; M. H. Yong,1
IEEE,A. K. Ng; R. Mahkeswaran,1
IEEE,A. Karci,1
IEEE,A. Kosorukoff,1
IEEE,A. Krakowski; E. Greenwald; M. Comstock; N. Roman; J. Duke,1
IEEE,A. Kumari; V. K. Garg,1
IEEE,A. L. Graves; A. D. Light,1
IEEE,A. L. S. O. Araujo; J. S. Santos; W. L. Andrade; D. D. S. Guerrero; V. Dagienė,1
IEEE,A. L. S. O. de Araujo; W. L. Andrade; D. D. Serey Guerrero,1
IEEE,A. L. S. Oliveira; W. L. Andrade; D. D. S. Guerrero; M. R. A. Melo,1
IEEE,A. Layne; P. DeFreitas; J. Marks; R. Lackhan,1
IEEE,A. Lungeanu; S. Sullivan; U. Wilensky; N. S. Contractor,1
IEEE,A. M. Laime-Choque; J. G. Mamani-Calcina; H. Cardona-Reyes; M. D. P. Ponce-Aranibar; C. G. Vera-Vasquez; S. Espinoza-Suarez,1
IEEE,A. M. Seoane Pardo,1
IEEE,A. M. d. S. Esteves; A. L. M. Santana; R. Lyra,1
IEEE,A. Malizia; D. Fogli; F. Danesi; T. Turchi; D. Bell,1
IEEE,A. Malizia; T. Turchi; K. A. Olsen,1
IEEE,A. Minamide; K. Takemata; H. Yamada,1
IEEE,A. Mohan; S. Lu; K. Zhang,1
IEEE,A. Muñoz del Castillo; M. A. Muñoz; L. C. Acosta Huertas; E. Herrera; J. Jimenez Toledo; D. X. Ramos,1
IEEE,A. N. A. Nuar; M. Z. A. Rozan,1
IEEE,A. N. A. Nuar; M. Z. A. Rozan; M. Bahari,1
IEEE,A. N. Tak; J. Gratch,1
IEEE,A. Nandgaonkar; S. B. Mane; V. Khatavkar,1
IEEE,A. Ouaazki; K. Bergram; A. Holzer,1
IEEE,A. P. Ambrósio; C. Xavier; F. Georges,1
IEEE,A. Pears; M. Tedre; T. Valtonen; H. Vartiainen,1
IEEE,A. Peel; J. Fulton; E. Pontelli,1
IEEE,A. Q. Gates; E. Q. Villa; S. Hug; C. Convertino; J. Strobel,1
IEEE,A. Repenning; A. Basawapatna; N. Escherle,1
IEEE,A. Repenning; D. C. Webb; C. Brand; F. Gluck; R. Grover; S. Miller; H. Nickerson; M. Song,1
IEEE,A. Rojas-López; F. J. García-Peñalvo,1
IEEE,A. Samanta; Y. Li,1
IEEE,A. Sanjab; W. Saad,1
IEEE,A. Scaico; W. P. Ferreira; E. M. Alves; P. D. Scaico,1
IEEE,A. Sha; A. R. Inture; J. Joseph; P. P. M. Nair; M. J. Sheeba; A. T,1
IEEE,A. Takahashi; H. Shiina; N. Kobayashi,1
IEEE,A. Tiwari; A. K. Singh; S. K. Pandey; R. Chaturvedi; A. Chatterjee,1
IEEE,A. Trory,1
IEEE,A. V. Aho,1
IEEE,A. Xenakis; C. Xenakis; S. Psycharis; K. Kalovrektis,1
IEEE,A. Xenakis; M. Avramouli; M. Sabani; I. Savvas; C. Chaikalis; K. Theodoropoulou,1
IEEE,A. Xenakis; M. Sabani; M. Avramouli; I. Savvas; C. Chaikalis; K. Theodoropoulou,1
IEEE,A. Yorita; S. Egerton; C. Chan; N. Kubota,1
IEEE,A. Zhang; G. Hou; Z. Wang,1
IEEE,B. -H. Chen; L. -H. Chen; C. -C. Chen; C. -H. Chen,1
IEEE,B. -H. Chen; T. -F. Huang; S. -C. Chou,1
IEEE,B. A. da Silva; S. A. da Costa Cavalheiro; L. Foss; A. M. P. Fleischmann; A. V. Garcez,1
IEEE,B. Ben Youssef; B. Berry; M. Sjoerdsma,1
IEEE,B. Chowdhury; D. Kafura; A. Johri,1
IEEE,B. F. Tivnan,1
IEEE,B. Fradi; L. Cheniti-Belcadhi,1
IEEE,B. Hamlin; J. Riehl; A. J. Hamlin; A. Monte,1
IEEE,B. K. M. K. Pedersen; K. E. Andersen; A. J⊘rgensen; S. Köslich; F. Sherzai; J. Nielsen,1
IEEE,B. Kalluri; P. Prasad; P. Sharma; D. Chippa,1
IEEE,B. Khayut; L. Fabri; M. Avikhana,3
IEEE,B. Kybartas; R. Bidarra,1
IEEE,B. Li,1
IEEE,B. Li; B. Sun; W. Yao; Y. He; G. Song,1
IEEE,B. Li; W. Shen,1
IEEE,B. Li; Z. Tang,1
IEEE,B. Longo,1
IEEE,B. Lu; H. Zhang,1
IEEE,B. M. Dungan; P. L. Fernandez,1
IEEE,B. Patkai; S. J. Torvinen,1
IEEE,B. R. Carlisle,1
IEEE,B. Sabitzer; H. Demarle-Meusel; M. Jarnig,1
IEEE,B. Worrell; C. Brand; A. Repenning,1
IEEE,B. Yang; G. Misirli; A. Wipat; J. Hallinan,1
IEEE,B. Yett; C. Snyder; N. Hutchins; G. Biswas,1
IEEE,Boqin Liu; Junmei He,1
IEEE,C. -C. Hu; H. -T. Tseng; M. -H. Chen; A. Goh Phaik Imm; N. -S. Chen,1
IEEE,C. -C. Hu; M. -H. Chen; I. Yuadi; N. -S. Chen,1
IEEE,C. -C. Lin; P. -Y. Chao; E. -T. Lin; H. -L. Tzeng,1
IEEE,C. -H. Lai; C. -H. Hsieh,1
IEEE,C. -H. Wang; K. -C. Wu,1
IEEE,C. -K. Chang,2
IEEE,C. -K. Chang; Y. -T. Tsai,1
IEEE,C. -K. Chang; Y. -T. Tsai; Y. -L. Chin,1
IEEE,C. -S. Lee,2
IEEE,C. -S. Lee; K. D. Wong,2
IEEE,C. -S. Lee; M. -H. Wang; L. -W. Ko; Y. -H. Lee; H. Ohashi; N. Kubota; Y. Nojima; S. -F. Su,1
IEEE,C. -Y. Chang; Z. Du; H. -C. Kuo; C. -C. Chang,1
IEEE,C. -Y. Chung; I. -H. Hsiao,1
IEEE,C. -x. Li; S. -m. Zhang,1
IEEE,C. -y. Chang; Y. -p. Chen,1
IEEE,C. A. Gomes; H. Gomes; B. Rego; B. Sousa; M. Loureiro; P. Rocha,1
IEEE,C. A. Gomes; H. Gomes; M. Figueiredo; A. Lucas; L. Menezes,1
IEEE,C. A. N. Johnson; M. F. Bin Daud; M. B. Arsat; W. N. Bt. Wan Hussin; E. I. Egba,1
IEEE,C. Araújo; L. V. O. Lima; P. R. Henriques,1
IEEE,C. Araújo; P. R. Henriques; J. J. Cerqueira,2
IEEE,C. Araújo; P. Rangel Henriques; J. José Cerqueira,1
IEEE,C. Bain; G. Anton; M. Horn; U. Wilensky,1
IEEE,C. Barros; M. Vicente; E. Lloret,1
IEEE,C. Boya-Lara; D. Diaz-Solano; A. Fehrenbach; D. Saavedra,1
IEEE,C. Brackmann; D. Barone; A. Casali; R. Boucinha; S. Muñoz-Hernandez,1
IEEE,C. C. Dony; A. Magdy; S. Rey; A. Nara; T. Herman; M. Solem,1
IEEE,C. Cachero; P. Barra; S. Meliá; O. López,1
IEEE,C. Chytas; A. Tsilingiris; I. Diethelm,1
IEEE,C. E. Vergara; M. Urban-Lurain; C. Dresen; T. Coxen; T. MacFarlane; K. Frazier; D. Briedis; N. Buch; A. -H. Esfahanian; L. Paquette; J. Sticklen; J. LaPrad; T. F. Wolff,1
IEEE,C. Enríquez; O. Aguilar; F. Domínguez,1
IEEE,C. Evia; M. R. Sharp; M. A. Pérez-Quiñones,1
IEEE,C. F. Pimentel; M. R. Cravo,1
IEEE,C. F. Rodrigues; I. F. Silveira,1
IEEE,C. Gang; L. Junyan; Z. Shaolin,1
IEEE,C. Guangzuo; Wei Xuefeng; Lili Wang Boling,1
IEEE,C. Hösel; M. Heinzig; R. Vogel; C. Roschke; A. Kühn; F. Schmidsberger; M. Vodel; M. Ritter,1
IEEE,C. J. Park; J. S. Hyun; J. Heuilan,1
IEEE,C. K. Shyamala; C. S. Velayutham; L. Parameswaran,1
IEEE,C. Kazimoglu,1
IEEE,C. León; P. Gervás; P. Delatorre,1
IEEE,C. Li; Y. Chen; Z. Li; K. Barkaoui,1
IEEE,C. Mercier,1
IEEE,C. Mercier; L. Roux; M. Romero; F. Alexandre; T. Viéville,1
IEEE,C. Mestre; C. Martins; C. Tourais; I. Guerra,1
IEEE,C. Otero Avila; L. Foss; A. Bordini; M. Simone Debacco; S. A. da Costa Cavalheiro,1
IEEE,C. P. Singh; Y. Kerimbekov; T. Cech,1
IEEE,C. S. Drozdowski; S. Emeghara; T. J. Marlowe; K. G. Herbert; V. K. Anu; S. Hagiwara; S. A. Robila,1
IEEE,C. S. González-González; P. Caballero-Gil; A. García-Holgado; F. J. García-Peñalvo; J. Molina; J. M. del Castillo-Olivares; B. C. San Juan; S. G. Cuesta; I. Perdomo; C. Caballero-Gil; F. Gutíerrez-Vela; P. Paderewski; V. V. Holz; R. G. Iranzo; S. Ramos,1
IEEE,C. S. Lee; C. -C. Chou,1
IEEE,C. Vieira; D. Restrepo; J. L. De La Hoz,1
IEEE,C. Wang,1
IEEE,C. Wang; Z. Man; J. Jin; W. Ye,1
IEEE,C. Weiwei; L. Zhigang; B. Aihua; T. Yanqin,1
IEEE,C. Xiaohong; L. Jie; M. Zhibin; X. Li,1
IEEE,C. Xu; Z. Feng; P. Qi; Y. Sun,1
IEEE,C. Xue; W. Zhun,1
IEEE,C. Y. Lester,1
IEEE,C. Yang; W. Lv; W. Zhang,1
IEEE,C. Zhang; X. Chen; J. Li,1
IEEE,C. Zheng,1
IEEE,C. Zhu; J. E. Ahn; L. Cui; R. Hare; Y. Tang,1
IEEE,Chaoan Lai; Yanming Sun; Guoyan Yu,1
IEEE,Cui Haiying; Shao Lijun; Wang Jing,1
IEEE,D. Apostolou; K. Zachos; N. Maiden; N. Agell; G. Sanchez-Hernandez; M. Taramigkou; K. Star; M. Wippoo,1
IEEE,D. Assaf; Y. Neuman; Y. Cohen; S. Argamon; N. Howard; M. Last; O. Frieder; M. Koppel,1
IEEE,D. Cartes; J. H. Chow; D. McCaugherty; S. Widergren; G. Kumar Venayagamoorthy,1
IEEE,D. F. Shell; M. P. Hazley; L. -K. Soh; L. Dee Miller; V. Chiriacescu; E. Ingraham,1
IEEE,D. Gkountelos; M. Kokhazadeh; C. Bournas; G. Keramidas; V. Kelefouras,1
IEEE,D. Gong; H. H. Yang; J. Cai,1
IEEE,D. Hemin; J. Junjie,1
IEEE,D. M. Mathews; S. Abraham,1
IEEE,D. M. Morrison; H. Xiangen,1
IEEE,D. Pale-Parra; C. Pérez-Salazar; Á. J. Sánchez-García; J. O. Ocharán-Hernández,1
IEEE,D. Palma; D. P. Flores; J. Miraval; A. Rodríguez; D. Espinoza; J. Díaz León,1
IEEE,D. Parmar; L. Lin; N. DSouza; S. Jörg; A. E. Leonard; S. B. Daily; S. V. Babu,1
IEEE,D. Parmar; S. V. Babu; L. Lin; S. Jörg; N. D'Souza; A. E. Leonard; S. B. Daily,1
IEEE,D. Q. Chen; H. Liang,1
IEEE,D. R. Romadhon; M. D. H. Rahiem; R. Faeruz; E. Muliyah; Asmui; N. F. Wulansari,1
IEEE,D. Ruiz-Perez; H. Guan; P. Madhivanan; K. Mathee; G. Narasimhan,1
IEEE,D. Russo; M. Missiroli; P. Ciancarini,1
IEEE,D. S. Rana; S. C. Dimri; P. Malik; S. A. Dhondiyal,1
IEEE,D. S. Silva; S. L. Melo; J. R. Basto Diniz,1
IEEE,D. S. Touretzky,1
IEEE,D. Sarkar; T. Khan; F. A. Talukdar; S. R. Rengarajan,1
IEEE,D. Shi; J. Kralik; H. Mi,1
IEEE,D. Tuparova,1
IEEE,D. Yang; S. Feng,1
IEEE,D. Yang; Y. Baek; S. Swanson,1
IEEE,D. Zhao; Y. Li,1
IEEE,Dai-Yi Wang; Zong-Han Wu; Chuen-Tsai Sun; S. S. J. Lin,1
IEEE,E. C. Juárez; D. S. Guzmán,1
IEEE,E. C. Oliveira; R. A. Bittencourt; R. P. Trindade,1
IEEE,E. C. Oliveira; R. C. M. Correia; R. Azevedo; S. Telles; A. A. Macedo; R. A. Bittencourt,1
IEEE,E. Castro; T. Sakata; L. Zaina,1
IEEE,E. Coutinho; M. Gimenes; J. M. Martins; E. R. Miranda,1
IEEE,E. Daglarli,1
IEEE,E. Halim; Kevin; H. Kristian; M. Hebrard,1
IEEE,E. J. F. Costa; C. E. C. Campelo; L. M. R. S. Campos,1
IEEE,E. J. F. Costa; L. M. R. S. Campos; D. Dario Serey Guerrero,1
IEEE,E. Kaila; M. -J. Laakso; E. Kurvinen,1
IEEE,E. Karakaş; M. Turhan Yöndem,1
IEEE,E. Kuznetsova; N. Zhbanova; T. Fomina; M. Karlova,1
IEEE,E. Liao,1
IEEE,E. Lotfi; M. R. Akbarzadeh-T,1
IEEE,E. M. Slomp; E. Schuhmacher; V. R. N. Schuhmacher,1
IEEE,E. Marchetti; A. Valente; N. B. Dohn,1
IEEE,E. Micheli-Tzanakou; A. Eugene; M. Tan; K. Kim,1
IEEE,E. P. S. Baumer; J. Sinclair; D. Hubin; B. Tomlinson,1
IEEE,E. Prieto-Rodriguez; R. Berretta,1
IEEE,E. Relkin; M. Bers,1
